,device,first_payment_amount,age,city,number_of_cards,payments_initiated,payments_failed,payments_completed,payments_completed_amount_first_7days,reward_purchase_count_first_7days,coins_redeemed_first_7days,is_referral,visits_feature_1,visits_feature_2,given_permission_1,given_permission_2,user_id,is_churned,segment
52281,xiaomi,20,31,Tiruvallur,2,3,0,1,20,2,20,FALSE,2,1,1,1,421704,0,check
52334,xiaomi,22,31,Kozhikode,3,3,1,2,295,3,23,TRUE,1,1,0,0,87995,0,check
52335,oneplus,22,31,Bangalore,2,2,0,1,22,2,20,FALSE,1,1,0,1,131188,0,check
52618,xiaomi,28,31,Varanasi,1,4,0,1,28,2,20,FALSE,1,1,1,1,219087,0,check
52637,samsung,28,31,Panipat,1,1,0,1,28,1,3,FALSE,2,1,1,1,167680,0,check
52703,apple,30,31,Solan,1,2,1,1,30,2,20,FALSE,2,1,1,0,152432,0,check
52715,oneplus,30,31,NCR,3,1,0,1,30,2,20,FALSE,1,1,1,1,133023,0,check
52723,hmd global,30,31,East Godavari,3,2,1,1,30,2,20,FALSE,2,1,1,1,414546,0,check
52749,apple,31,31,Pune,4,2,0,1,31,2,20,FALSE,1,1,1,1,126521,0,check
52770,xiaomi,32,31,Kolkata,3,2,0,2,38,2,20,TRUE,2,1,1,1,193014,0,check
52852,oneplus,33,31,Bangalore,2,5,3,2,123,5,90,TRUE,1,1,1,1,310873,0,check
52913,xiaomi,33,31,Ahmedabad,1,3,0,2,62,4,40,FALSE,2,3,1,1,30357,0,check
52919,vivo,33,31,Bangalore,1,4,1,2,57,4,40,FALSE,1,1,1,1,349586,0,check
52945,apple,35,31,Visakhapatnam,3,3,1,2,255,2,20,TRUE,2,3,1,1,79793,0,check
52950,samsung,35,31,Pune,1,3,0,2,35,2,3,TRUE,1,1,1,0,375449,0,check
52951,huawei,35,31,Chandigarh,1,1,0,1,35,2,20,FALSE,1,1,1,0,215704,0,check
52962,xiaomi,35,31,Bhopal,2,1,0,1,35,2,20,FALSE,2,1,1,1,110248,0,check
52978,lenovo,36,31,Ahmedabad,0,2,0,1,36,2,20,FALSE,2,2,1,1,39820,0,check
53018,apple,37,31,Warangal,4,2,0,2,65,4,40,FALSE,1,1,1,1,211536,0,check
53050,lenovo,38,31,Bharuch,1,2,0,2,57,4,40,TRUE,1,1,1,1,311222,0,check
53094,apple,40,31,Raichur,1,3,1,1,40,2,20,FALSE,1,1,1,1,104966,0,check
53096,realme,40,31,Kolkata,2,2,0,2,19,1,3,TRUE,1,1,1,1,71528,0,check
53101,oneplus,40,31,Bangalore,0,2,0,2,75,3,73,TRUE,1,1,1,1,122168,0,check
53162,xiaomi,42,31,Lucknow,0,1,0,1,42,2,20,FALSE,1,1,1,1,162834,0,check
53179,xiaomi,43,31,Vellore,1,1,0,1,43,2,20,FALSE,1,1,1,1,345610,0,check
53223,oneplus,44,31,Bangalore,2,4,1,2,212,8,207,TRUE,2,2,1,1,360628,0,check
53227,xiaomi,45,31,Hyderabad,2,6,0,1,45,2,20,FALSE,4,3,1,1,179290,0,check
53251,xiaomi,46,31,Hyderabad,1,1,0,1,46,2,20,FALSE,1,2,1,1,62865,0,check
53268,samsung,47,31,NCR,1,1,0,1,47,2,20,FALSE,1,1,1,1,366640,0,check
53333,hmd global,50,31,Bathinda,1,3,1,1,50,2,20,FALSE,2,1,1,1,430800,0,check
53336,xiaomi,50,31,Kota,0,4,0,1,50,2,20,FALSE,1,1,1,1,303035,0,check
53461,xiaomi,56,31,NCR,3,4,0,2,140,5,90,TRUE,1,1,1,1,317967,0,check
53473,samsung,56,31,Chandrapur,1,1,0,1,56,2,20,FALSE,1,1,1,1,185705,0,check
53541,samsung,61,31,Mumbai,1,1,0,1,61,2,20,FALSE,4,1,1,1,414255,0,check
53647,samsung,67,31,NCR,6,1,0,1,67,2,53,FALSE,1,1,1,1,171520,0,check
53684,vivo,67,31,Hyderabad,1,1,0,1,67,1,3,FALSE,2,1,1,0,188681,0,check
53704,oneplus,69,31,Varanasi,2,1,0,1,69,3,70,FALSE,1,2,1,1,169474,0,check
53894,samsung,83,31,Kolkata,3,1,0,1,83,3,70,FALSE,3,1,1,1,81220,0,check
53959,xiaomi,90,31,Bangalore,2,2,0,2,106,3,70,FALSE,2,1,1,1,60804,0,check
53961,oneplus,90,31,Dehradun,0,1,0,1,90,3,70,FALSE,3,1,1,1,79717,0,check
53989,xiaomi,93,31,Chennai,5,2,0,1,93,3,87,FALSE,4,1,1,0,133755,0,check
54025,samsung,98,31,NCR,6,2,0,2,242,7,157,FALSE,1,4,1,1,210332,0,check
54058,hmd global,102,31,Rajkot,3,1,0,1,102,1,3,FALSE,1,1,1,0,86822,0,check
54081,oneplus,105,31,Kolar,8,3,1,2,199,6,190,TRUE,2,1,1,1,230600,0,check
54107,vivo,109,31,Mumbai,4,2,0,1,109,3,70,FALSE,1,1,1,1,340329,0,check
54121,oneplus,110,31,Bangalore,2,2,0,2,186,1,3,TRUE,1,1,1,1,377558,0,check
54140,xiaomi,114,31,Ludhiana,1,2,0,1,114,2,53,FALSE,5,1,1,1,326203,0,check
54182,samsung,120,31,Thrissur,3,2,0,2,32,5,107,FALSE,2,1,0,1,491358,0,check
54199,vivo,123,31,Rohtak,1,3,0,2,141,2,53,FALSE,1,1,1,1,91572,0,check
54211,apple,126,31,Ahmedabad,2,4,0,2,196,6,140,TRUE,4,3,1,1,325666,0,check
54346,oneplus,164,31,Bangalore,2,1,0,1,164,3,70,FALSE,1,1,1,1,222600,0,check
54394,oneplus,174,31,Ganganagar,6,3,0,2,308,4,170,FALSE,1,1,1,1,263227,0,check
54407,oneplus,179,31,Mumbai,1,1,0,1,0,3,60,FALSE,1,1,1,1,138828,0,check
54414,apple,181,31,NCR,1,3,1,1,181,4,170,FALSE,4,1,1,1,44241,0,check
54469,xiaomi,217,31,Hyderabad,1,10,1,2,234,4,170,FALSE,2,1,0,1,415906,0,check
54474,samsung,223,31,Hyderabad,4,3,0,2,297,8,273,TRUE,2,1,1,1,440476,0,check
54518,hmd global,263,31,Bangalore,0,1,0,1,263,2,53,FALSE,1,1,1,0,20694,0,check
54545,hmd global,300,31,Bhilwara/ Ajmer,0,4,1,1,300,4,170,FALSE,1,1,1,1,70295,0,check
54592,hmd global,433,31,NCR,5,6,2,1,433,5,293,FALSE,1,1,1,1,52334,0,check
54595,hmd global,442,31,NCR,12,3,0,2,443,4,170,TRUE,2,1,1,1,329998,0,check
56786,samsung,1,32,Kolkata,9,3,0,2,38,2,37,FALSE,1,3,1,1,334476,0,check
56888,vivo,2,32,Bundi,0,4,1,2,49,2,20,TRUE,2,1,1,1,289301,0,check
57160,apple,3,32,Secunderabad,1,2,0,2,56,3,23,FALSE,3,1,1,0,278041,0,check
57190,realme,3,32,0,1,7,4,2,61,3,23,FALSE,2,1,1,1,175081,0,check
57237,hmd global,3,32,Barrackpore,3,5,1,2,246,5,173,TRUE,1,1,0,0,425089,0,check
57287,lge,3,32,NCR,1,2,0,2,13,2,7,FALSE,1,1,1,1,415879,0,check
57302,apple,3,32,Secunderabad,5,2,0,1,3,1,3,FALSE,1,1,1,1,409936,0,check
57350,apple,3,32,NCR,5,2,1,1,3,1,3,FALSE,2,5,1,1,177700,0,check
57375,realme,3,32,Jaipur,0,1,0,1,3,1,3,FALSE,3,1,1,1,199712,0,check
57497,apple,4,32,NCR,8,2,0,1,4,1,3,FALSE,1,1,1,0,207910,0,check
57593,xiaomi,5,32,Surat,2,3,0,1,5,1,3,FALSE,1,1,1,1,305368,0,check
57607,panasonic,5,32,NCR,3,4,0,2,17,2,7,FALSE,2,1,1,1,81964,0,check
57614,xiaomi,5,32,Pune,1,3,1,2,95,1,3,FALSE,2,1,1,1,315971,0,check
57616,samsung,5,32,Kanchipuram,0,5,0,2,28,3,23,FALSE,1,1,1,0,289611,0,check
57625,oppo,5,32,Vijayawada,2,2,0,2,105,4,73,FALSE,1,1,1,1,285500,0,check
57707,vivo,6,32,Pune,1,1,0,1,6,1,3,FALSE,4,4,1,1,128456,0,check
57710,oppo,6,32,Bangalore,3,7,1,2,21,3,7,TRUE,8,1,1,1,139507,0,check
57711,huawei,6,32,Darjeeling,5,2,0,2,56,2,57,TRUE,1,1,1,1,173998,0,check
57734,apple,7,32,Mysuru,1,3,2,1,7,1,3,FALSE,1,1,1,0,163330,0,check
57745,hmd global,7,32,Mathura,3,1,0,1,7,1,3,FALSE,1,1,1,1,214354,0,check
57785,xiaomi,7,32,Hyderabad,5,4,1,2,51,4,40,TRUE,1,1,1,1,429904,0,check
57877,oneplus,7,32,Bangalore,3,2,0,2,15,3,7,TRUE,1,1,1,1,496619,0,check
57962,oneplus,8,32,Bangalore,4,9,3,2,88,2,7,TRUE,2,2,1,1,268701,0,check
57963,motorola,8,32,Bangalore,2,5,1,2,26,3,23,TRUE,1,1,1,1,163656,0,check
57971,oppo,8,32,Bhopal,3,5,0,1,8,1,3,FALSE,1,1,1,1,173922,0,check
57983,samsung,9,32,Pune,3,2,0,2,18,2,7,FALSE,1,1,1,1,329673,0,check
57999,samsung,9,32,Kullu,2,3,0,2,15,2,7,TRUE,4,2,1,1,212046,0,check
58023,samsung,9,32,Hyderabad,7,5,0,2,52,3,23,FALSE,1,1,1,0,283726,0,check
58069,oneplus,10,32,Mumbai,2,2,0,1,10,1,3,FALSE,1,1,1,1,88125,0,check
58080,vivo,10,32,Hyderabad,7,2,0,2,13,1,3,FALSE,1,1,1,1,88011,0,check
58095,xiaomi,10,32,Kolkata,2,2,0,2,27,3,23,TRUE,1,1,1,1,311163,0,check
58108,vivo,10,32,NCR,4,3,0,2,37,3,23,FALSE,2,1,1,1,26567,0,check
58146,oneplus,10,32,0,3,4,0,2,12,2,3,TRUE,2,2,1,1,160312,0,check
58169,oppo,11,32,Bangalore,1,4,1,1,11,1,3,FALSE,1,1,1,0,448072,0,check
58180,hmd global,11,32,Bangalore,2,2,0,1,0,2,3,FALSE,1,1,1,1,192759,0,check
58188,apple,11,32,Ahmedabad,0,2,0,2,62,3,23,FALSE,2,1,1,1,236495,0,check
58208,samsung,11,32,Mumbai,3,1,0,1,11,1,3,FALSE,1,1,0,1,119053,0,check
58216,samsung,11,32,Hyderabad,6,3,0,2,20,2,7,FALSE,1,1,1,0,6772,0,check
58234,apple,12,32,Secunderabad,0,3,0,1,12,1,3,FALSE,2,5,1,1,237795,0,check
58249,oneplus,12,32,Mumbai,9,1,0,1,12,1,3,FALSE,1,1,1,1,13819,0,check
58287,oneplus,12,32,Mumbai,4,1,0,1,12,1,3,FALSE,2,1,1,1,265518,0,check
58370,oneplus,13,32,0,4,7,1,2,80,3,23,FALSE,1,1,1,1,158028,0,check
58432,vivo,14,32,Bangalore,2,7,4,2,57,1,3,FALSE,3,4,1,1,52791,0,check
58464,oppo,15,32,0,4,4,0,1,15,1,10,FALSE,1,1,1,1,153033,0,check
58473,samsung,15,32,Hyderabad,1,2,1,1,15,1,3,FALSE,2,1,0,1,337868,0,check
58506,realme,16,32,Bangalore,2,1,0,1,16,2,3,FALSE,2,1,1,0,395721,0,check
58544,xiaomi,17,32,Mysore,2,2,0,2,188,6,190,TRUE,2,1,1,1,291987,0,check
58582,oppo,17,32,Hooghly,4,2,0,2,24,6,20,TRUE,1,1,1,1,323814,0,check
58609,xiaomi,17,32,Udaipur,0,4,2,1,17,1,3,FALSE,1,3,1,1,373491,0,check
58651,apple,17,32,Singapore,7,5,3,2,61,4,40,FALSE,1,1,1,1,352148,0,check
58652,xiaomi,17,32,Dehradun,0,21,11,2,24,3,23,FALSE,2,2,1,0,228437,0,check
58713,realme,17,32,0,0,5,1,2,33,3,23,FALSE,1,1,1,1,91226,0,check
58779,oppo,18,32,Mumbai,2,2,1,1,18,2,20,FALSE,1,1,1,1,137319,0,check
58798,xiaomi,19,32,Mumbai,1,2,0,2,29,1,3,TRUE,1,1,1,1,298290,0,check
58900,xiaomi,21,32,Pune,1,3,0,2,21,2,20,FALSE,1,1,1,0,172598,0,check
58909,oneplus,21,32,Nashik,2,1,0,1,21,2,20,FALSE,1,1,1,1,19257,0,check
59060,samsung,25,32,Kolkata,1,6,0,2,67,4,40,FALSE,1,1,0,1,304966,0,check
59074,oneplus,25,32,Jaipur,2,1,0,1,25,2,20,FALSE,2,1,1,1,51026,0,check
59087,oneplus,25,32,Mumbai,4,5,2,2,67,1,3,FALSE,1,1,1,1,143380,0,check
59141,xiaomi,27,32,Alwar,4,4,2,2,41,2,20,FALSE,1,1,1,1,52437,0,check
59173,apple,27,32,NCR,2,2,0,2,67,5,90,FALSE,2,1,1,1,347888,0,check
59187,apple,28,32,Ahmedabad,0,4,3,1,28,1,3,FALSE,1,1,1,1,404985,0,check
59191,oppo,28,32,Mumbai,4,2,1,1,28,2,20,FALSE,1,1,1,1,389217,0,check
59237,samsung,30,32,Hyderabad,4,2,0,2,54,4,40,FALSE,1,1,1,1,186452,0,check
59355,samsung,33,32,Junagadh,0,2,0,1,33,2,20,FALSE,1,1,1,1,421521,0,check
59459,realme,33,32,Kolkata,2,5,2,2,264,3,20,FALSE,1,4,1,1,332288,0,check
59470,oneplus,33,32,Chennai,1,1,0,1,33,2,20,FALSE,2,1,0,1,214776,0,check
59483,apple,34,32,NCR,2,1,0,1,34,2,20,FALSE,1,1,1,1,162227,0,check
59533,samsung,36,32,Bangalore,5,2,0,2,64,5,37,TRUE,1,1,1,1,415472,0,check
59597,xiaomi,38,32,Bangalore,5,2,0,1,38,1,3,FALSE,1,1,1,1,300023,0,check
59648,realme,40,32,Mumbai,3,6,1,2,45,3,23,TRUE,2,1,1,0,334515,0,check
59666,apple,41,32,Bangalore,0,4,1,2,189,5,157,FALSE,1,1,1,0,70452,0,check
59691,xiaomi,42,32,Ahmedabad,1,2,0,1,42,2,70,FALSE,8,3,1,1,91971,0,check
59732,xiaomi,44,32,Coimbatore,2,1,0,1,44,2,20,FALSE,2,1,1,1,75999,0,check
59743,oneplus,44,32,Chennai,4,2,0,1,44,2,20,FALSE,1,2,1,1,84917,0,check
59778,xiaomi,46,32,Hyderabad,0,1,0,1,46,2,37,FALSE,2,1,1,1,27343,0,check
59784,oneplus,46,32,Bangalore,0,1,0,1,46,2,37,FALSE,1,1,1,1,268409,0,check
59889,apple,50,32,Bangalore,1,2,0,2,53,3,23,TRUE,1,1,1,1,230437,0,check
59899,apple,51,32,NCR,6,2,0,2,116,4,40,FALSE,1,1,1,1,225680,0,check
59943,samsung,54,32,Rohtak,2,2,1,1,0,2,53,FALSE,1,1,1,1,38914,0,check
59956,apple,55,32,Indore,2,2,0,2,139,4,87,FALSE,2,1,1,1,421237,0,check
59960,oneplus,55,32,Jodhpur,3,1,0,1,55,2,20,FALSE,1,1,1,1,270802,0,check
60007,xiaomi,59,32,Ludhiana,3,3,1,2,101,4,40,FALSE,1,1,1,1,234359,0,check
60071,oneplus,63,32,Bangalore,3,3,1,2,70,2,70,TRUE,2,1,1,1,242661,0,check
60210,xiaomi,70,32,Bangalore,6,1,0,1,70,3,70,FALSE,1,1,1,1,407911,0,check
60296,oppo,77,32,Mumbai,2,8,1,2,92,1,3,FALSE,1,1,1,1,362163,0,check
60316,xiaomi,80,32,Mumbai,3,2,0,2,95,4,73,TRUE,1,1,1,1,216107,0,check
60438,apple,93,32,0,1,2,1,1,93,3,70,FALSE,1,2,1,1,179382,0,check
60474,realme,99,32,Hyderabad,3,5,3,1,99,3,70,FALSE,1,2,1,1,98400,0,check
60513,apple,103,32,Mumbai,0,1,0,1,103,2,20,FALSE,1,1,1,1,5124,0,check
60520,vivo,105,32,Pithampur,3,6,0,1,105,3,70,FALSE,1,1,1,1,377453,0,check
60533,oneplus,107,32,Mumbai,1,4,1,1,107,3,70,FALSE,3,1,1,1,10988,0,check
60570,huawei,117,32,Bangalore,1,2,0,1,117,2,87,FALSE,1,1,1,1,66744,0,check
60604,oppo,122,32,Hyderabad,1,2,0,2,153,5,90,FALSE,1,1,1,1,86759,0,check
60617,apple,126,32,NCR,2,5,1,2,153,5,70,FALSE,2,2,1,1,221668,0,check
60638,xiaomi,132,32,Guwahati,3,3,0,2,140,1,3,FALSE,2,1,1,0,394806,0,check
60718,samsung,152,32,0,1,2,0,2,165,5,157,FALSE,1,1,1,1,379849,0,check
60947,apple,367,32,Ludhiana,1,1,0,1,367,4,170,FALSE,1,1,1,1,79746,0,check
60970,apple,618,32,Amritsar,3,3,1,1,618,4,270,FALSE,1,2,1,1,246758,0,check
63078,xiaomi,2,33,Lucknow,3,3,1,2,46,2,20,FALSE,2,1,1,1,306415,0,check
63113,apple,2,33,Hyderabad,4,2,0,2,10,1,3,FALSE,1,2,1,0,419076,0,check
63217,vivo,2,33,Chennai,0,5,0,2,17,1,3,FALSE,2,1,1,1,46339,0,check
63263,vivo,3,33,Amravati,1,3,1,2,22,3,23,FALSE,1,2,1,1,492142,0,check
63273,vivo,3,33,Jodhpur,4,6,1,2,33,2,20,FALSE,1,2,1,1,192738,0,check
63293,oppo,3,33,NCR,2,2,0,2,34,3,23,FALSE,1,1,1,1,58839,0,check
63342,oppo,3,33,Secunderabad,7,2,0,2,13,2,3,TRUE,4,1,1,0,216939,0,check
63372,realme,3,33,Bhubaneshwar,3,3,1,2,5,1,3,FALSE,1,1,1,1,115956,0,check
63373,oppo,3,33,Bhuj,1,2,0,2,120,4,73,FALSE,1,2,1,1,357775,0,check
63448,oppo,3,33,Bangalore,3,4,0,2,63,3,20,TRUE,3,1,1,1,334880,0,check
63458,apple,3,33,Indore,4,1,0,1,3,1,3,FALSE,1,1,1,1,241435,0,check
63507,oppo,3,33,Ahmedabad,0,1,0,1,3,1,3,FALSE,2,2,1,1,46186,0,check
63535,vivo,3,33,NCR,10,9,3,1,3,1,3,FALSE,1,1,1,1,322446,0,check
63552,oppo,4,33,0,1,3,0,1,4,1,3,FALSE,3,1,1,1,341406,0,check
63578,samsung,4,33,Kolkata,3,3,1,2,12,2,7,FALSE,1,1,1,1,224616,0,check
63596,xiaomi,4,33,Bangalore,3,1,0,1,4,1,3,FALSE,1,1,1,1,39201,0,check
63602,xiaomi,4,33,Mumbai,2,1,0,1,4,1,3,FALSE,1,1,1,1,432844,0,check
63634,xiaomi,4,33,Pune,1,4,1,2,77,4,73,FALSE,1,1,1,1,200840,0,check
63642,xiaomi,4,33,Hooghly,5,3,0,2,58,3,23,FALSE,1,1,1,1,315008,0,check
63674,vivo,5,33,Mahesana,1,3,1,1,5,1,3,FALSE,1,1,1,1,265194,0,check
63715,oppo,5,33,Kolkata,2,5,1,2,54,3,20,FALSE,2,1,1,1,371773,0,check
63729,realme,5,33,Kanchipuram,4,3,0,2,22,3,23,TRUE,1,1,1,1,286583,0,check
63735,apple,6,33,Bangalore,2,1,0,1,6,1,3,FALSE,1,1,1,1,182824,0,check
63749,samsung,6,33,Mumbai,0,1,0,1,6,1,3,FALSE,1,1,0,1,4918,0,check
63752,motorola,6,33,Mumbai,2,2,0,2,14,2,7,FALSE,1,1,1,1,378848,0,check
64049,vivo,9,33,Hyderabad,1,2,0,2,24,2,7,FALSE,1,1,1,1,417052,0,check
64059,samsung,9,33,NCR,2,3,0,2,38,3,23,TRUE,1,1,1,1,259897,0,check
64065,vivo,9,33,Bangalore,6,2,1,1,9,1,3,FALSE,1,1,1,1,347431,0,check
64073,motorola,9,33,Mumbai,1,5,4,1,9,1,3,FALSE,1,1,1,1,250911,0,check
64130,oneplus,10,33,Mumbai,0,2,1,1,10,1,3,FALSE,1,2,1,1,24372,0,check
64163,apple,10,33,Hyderabad,3,1,0,1,10,1,3,FALSE,1,3,1,1,416083,0,check
64184,vivo,11,33,Faizabad,2,1,0,1,11,1,3,FALSE,3,4,1,1,279774,0,check
64200,oneplus,11,33,Kolkata,4,2,0,2,105,4,73,FALSE,1,2,1,1,113755,0,check
64232,htc,12,33,Hyderabad,1,2,0,2,0,3,7,TRUE,1,1,1,1,352335,0,check
64250,xiaomi,12,33,NCR,1,2,0,2,32,3,23,TRUE,2,1,1,1,376299,0,check
64263,xiaomi,12,33,Mumbai,2,2,0,2,31,2,7,TRUE,1,1,1,1,81623,0,check
64306,huawei,13,33,Bhubaneshwar,3,1,0,1,0,1,3,FALSE,1,1,1,1,182964,0,check
64412,samsung,15,33,Pune,3,5,0,2,34,3,23,FALSE,1,1,1,1,280248,0,check
64491,oppo,16,33,NCR,0,3,1,2,23,1,37,FALSE,2,1,1,1,19460,0,check
64598,apple,17,33,Mumbai,5,4,0,2,20,2,3,FALSE,1,1,1,1,413403,0,check
64640,oneplus,17,33,NCR,3,2,1,1,17,2,20,FALSE,1,1,1,1,491402,0,check
64652,oneplus,17,33,Bangalore,2,3,1,2,27,3,23,TRUE,1,1,1,1,224988,0,check
64655,realme,17,33,Bangalore,3,2,0,2,33,2,20,FALSE,1,1,1,1,241212,0,check
64672,oneplus,17,33,Mumbai,4,2,0,2,17,2,3,TRUE,1,2,1,1,478334,0,check
64713,oneplus,18,33,Indore,2,1,0,1,18,2,20,FALSE,1,1,0,1,97242,0,check
64716,oppo,18,33,Visakhapatnam,0,4,0,2,20,2,20,TRUE,3,1,1,0,362004,0,check
64749,xiaomi,19,33,Pune,3,2,0,2,102,3,103,TRUE,2,1,1,1,246146,0,check
64758,oneplus,19,33,Coimbatore,0,2,0,2,21,2,20,FALSE,1,1,1,0,430360,0,check
64822,xiaomi,20,33,Bangalore,0,1,0,1,20,2,20,FALSE,2,1,1,1,208324,0,check
64830,vivo,20,33,Etawah,0,3,2,1,20,2,20,FALSE,1,1,1,0,266893,0,check
64842,xiaomi,21,33,0,9,1,0,1,21,2,20,FALSE,1,1,1,0,316813,0,check
65032,samsung,26,33,Azamgarh,0,1,0,1,26,2,20,FALSE,1,1,1,1,243549,0,check
65177,xiaomi,32,33,0,2,1,0,1,32,2,20,FALSE,1,1,1,1,73874,0,check
65219,apple,33,33,Hyderabad,1,1,0,1,33,3,20,FALSE,1,1,1,1,432471,0,check
65333,oppo,34,33,Kanayakumari,2,4,1,2,41,3,23,FALSE,1,1,1,1,52750,0,check
65352,xiaomi,35,33,Bangalore,0,2,0,1,35,2,20,FALSE,1,1,1,1,326029,0,check
65410,samsung,37,33,Bangalore,2,1,0,1,37,2,20,FALSE,1,1,1,1,64368,0,check
65423,oneplus,38,33,Bangalore,2,1,0,1,38,2,20,FALSE,1,1,1,1,482252,0,check
65428,samsung,38,33,Panipat,2,3,1,2,102,2,20,TRUE,1,1,1,0,123931,0,check
65474,xiaomi,40,33,Bilaspur,4,6,1,2,44,3,23,FALSE,1,1,1,1,201600,0,check
65494,apple,41,33,Hyderabad,4,3,0,1,41,2,20,FALSE,1,1,1,1,336652,0,check
65496,xiaomi,41,33,Ajmer,1,1,0,1,41,2,20,FALSE,2,1,1,1,498506,0,check
65535,asus,43,33,Pune,2,1,0,1,43,2,20,FALSE,2,1,1,1,197455,0,check
65544,oppo,43,33,Solan,1,4,0,1,43,2,20,FALSE,6,2,1,1,421233,0,check
65575,oneplus,46,33,Bangalore,3,1,0,1,46,2,20,FALSE,3,1,1,1,145479,0,check
65639,oneplus,49,33,Lucknow,1,2,0,1,49,2,20,FALSE,8,1,1,1,96454,0,check
65645,oneplus,50,33,Vijayapura,5,3,1,2,83,4,40,FALSE,1,1,1,1,312301,0,check
65680,vivo,51,33,0,3,2,1,1,51,2,20,FALSE,1,2,1,0,132755,0,check
65706,google,53,33,Mumbai,6,1,0,1,53,2,20,FALSE,1,1,1,0,163237,0,check
65723,samsung,54,33,NCR,3,6,3,2,66,3,23,FALSE,2,1,1,1,359385,0,check
65739,hmd global,55,33,Mumbai,5,2,0,2,119,2,3,FALSE,1,1,1,0,428194,0,check
65776,asus,58,33,Gulbarga,5,30,8,1,58,2,20,FALSE,1,1,1,1,87548,0,check
65802,oneplus,60,33,Darbhanga,1,2,1,1,60,2,20,FALSE,1,1,1,0,245979,0,check
65818,samsung,61,33,Bangalore,3,2,0,1,61,2,20,FALSE,1,1,1,1,466479,0,check
65823,xiaomi,62,33,Warangal,2,1,0,1,62,2,20,FALSE,3,1,1,1,160959,0,check
65861,apple,66,33,Mumbai,3,1,0,1,66,2,20,FALSE,2,1,1,1,83543,0,check
65898,oneplus,67,33,Bangalore,3,2,0,2,79,3,73,FALSE,1,1,1,1,1811,0,check
65944,apple,71,33,Nagpur,3,1,0,1,71,3,70,FALSE,1,1,1,1,190874,0,check
65960,apple,73,33,NCR,1,2,0,2,173,6,140,FALSE,1,3,1,1,341079,0,check
65985,oneplus,75,33,NCR,6,6,4,1,75,3,70,FALSE,1,2,1,1,328795,0,check
66015,realme,79,33,0,1,1,0,1,79,3,70,FALSE,5,2,1,1,90037,0,check
66081,vivo,84,33,NCR,4,1,0,1,84,2,20,FALSE,1,1,0,1,189379,0,check
66117,samsung,88,33,Madurai,1,1,0,1,88,3,70,FALSE,1,2,1,1,294086,0,check
66144,samsung,92,33,NCR,1,1,0,1,92,3,70,FALSE,3,1,1,1,5607,0,check
66220,realme,100,33,Chennai,1,3,0,1,100,3,70,FALSE,1,1,1,1,317112,0,check
66224,vivo,100,33,NCR,1,4,0,2,223,5,173,TRUE,1,1,1,0,471733,0,check
66295,samsung,117,33,Bangalore,4,2,0,2,122,4,90,FALSE,1,1,1,1,471278,0,check
66348,motorola,132,33,Anantapur,4,6,1,2,143,2,17,TRUE,2,1,1,1,419340,0,check
66439,apple,166,33,NCR,2,1,0,1,166,1,153,FALSE,1,2,1,1,332064,0,check
66455,apple,167,33,Mumbai,2,2,0,2,173,3,137,FALSE,1,1,1,1,356971,0,check
66470,apple,173,33,Mumbai,1,2,0,1,173,1,3,FALSE,1,1,1,1,158428,0,check
66499,apple,192,33,Bangalore,1,1,0,1,192,4,170,FALSE,1,1,0,1,242140,0,check
66583,oppo,267,33,Mumbai,4,2,0,2,322,4,170,TRUE,1,1,1,1,352173,0,check
66594,xiaomi,284,33,NCR,1,3,0,1,0,4,170,FALSE,2,2,1,1,37940,0,check
66616,google,322,33,Bangalore,1,1,0,1,322,4,320,FALSE,5,2,1,1,7494,0,check
66625,huawei,336,33,Chennai,4,3,1,2,370,6,190,TRUE,1,1,0,1,179452,0,check
66626,samsung,338,33,Bangalore,4,1,0,1,338,4,170,FALSE,4,1,1,1,355750,0,check
68372,huawei,1,34,NCR,5,10,5,2,76,3,70,FALSE,2,1,1,1,260854,0,check
68512,vivo,2,34,Mumbai,6,3,0,2,44,2,20,FALSE,1,1,1,1,373917,0,check
68611,xiaomi,3,34,Pune,1,3,1,2,23,2,20,FALSE,1,1,1,1,177450,0,check
68662,apple,3,34,Vadodara,7,1,0,1,3,1,4,FALSE,2,1,1,1,250403,0,check
68726,xiaomi,3,34,Kolkata,2,2,0,2,73,3,73,TRUE,1,2,0,1,346421,0,check
68732,oneplus,3,34,Pune,1,1,0,1,3,1,3,FALSE,1,1,1,1,264090,0,check
68815,apple,3,34,Mumbai,2,1,0,1,3,1,3,FALSE,1,1,1,0,252693,0,check
68867,samsung,3,34,Jalandhar,1,1,0,1,3,1,3,FALSE,1,2,1,1,25385,0,check
68964,hmd global,5,34,Secunderabad,1,7,0,2,48,3,23,TRUE,4,2,1,0,370992,0,check
69004,vivo,5,34,0,4,2,0,2,10,1,3,TRUE,1,1,1,1,393624,0,check
69047,samsung,6,34,Bangalore,5,3,0,2,10,1,3,FALSE,2,1,1,1,319748,0,check
69106,oppo,7,34,Hyderabad,3,1,0,1,0,1,3,FALSE,1,1,1,1,312511,0,check
69171,xiaomi,7,34,Mumbai,0,2,0,1,7,1,3,FALSE,1,1,1,1,62550,0,check
69399,oneplus,10,34,Chennai,6,4,0,2,17,2,7,FALSE,1,1,1,1,145381,0,check
69475,apple,11,34,Dehradun,1,2,0,2,22,1,3,FALSE,1,1,1,0,475027,0,check
